id,Name,Mon,Tues,Weds,Thurs,Fri,Sat,Sun,Address_1,Address_2,Address_3,Address_4,Address_5,Postcode,Tel,type,part_of
3639146,The Co-operative Pharmacy -Staple Hill - Broad Street,08:45-18:00,08:45-18:00,08:45-18:00,08:45-18:00,08:45-18:00,08:45-17:00,Closed,10 Broad Street,Staple Hill,"Bristol, Avon",,England,BS165NX,0117 956 9450,pharmacy,Bestway Panacea Holdings Ltd
3639147,The Co-operative Pharmacy -Downend - Badminton Road,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,7 Badminton Road,Downend,"Bristol, Avon",,England,BS166BB,0117 956 1988,pharmacy,Bestway Panacea Holdings Ltd
3639148,The Co-operative Pharmacy -Clevedon - Sunnyside Road,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-13:00,Closed,2 Sunnyside Road,Clevedon,"Bristol, Avon",,England,BS217TA,01275 873425,pharmacy,Bestway Panacea Holdings Ltd
3639149,The Co-operative Pharmacy -Weston Super Mare - Milton Road,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-13:00,Closed,205 Milton Road,Weston-Super-Mare,Avon,,England,BS228EF,01934 623 873,pharmacy,Bestway Panacea Holdings Ltd
3639150,The Co-operative Pharmacy -Kingsdown - St.Michaels Hill,08:45-18:30,08:45-18:30,08:45-18:30,08:45-18:30,08:45-18:30,09:00-13:00,Closed,143 St. Michaels Hill,Kingsdown,Bristol,,England,BS28DB,0117 973 1473,pharmacy,Bestway Panacea Holdings Ltd
3639151,The Co-operative Pharmacy -Bedminster - North Street,09:00-18:30 Closed13:00-14:00,09:00-18:30 Closed 13:00-14:00,09:00-18:30 Closed 13:00-14:00,09:00-18:30 Closed 13:00-14:00,09:00-18:30 Closed 13:00-14:00,Closed,Closed,90 North Street,Bedminster,"Bristol, Avon",,England,BS31HF,0117 966 4802,pharmacy,Bestway Panacea Holdings Ltd
3639152,The Co-operative Pharmacy -St George - St. George Hc,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,09:00-13:00,Closed,St. George Health Centre,Bellevue Road,"St. George, Bristol",,England,BS57PH,0117 967 3416,pharmacy,Bestway Panacea Holdings Ltd
3639153,The Co-operative Pharmacy -Horfield - Filton Road,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,Closed,36 Filton Road,Horfield,"Bristol, Avon",,England,BS70PB,0117 951 9514,pharmacy,Bestway Panacea Holdings Ltd
3639154,The Co-operative Pharmacy -Horfield - Horfield Hc,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,Closed,Closed,Horfield Health Centre,10 Lockleaze Road,Bristol,,England,BS79RR,0117 979 2569,pharmacy,Bestway Panacea Holdings Ltd
3639155,The Co-operative Pharmacy -Sea Mills - Shirehampton Road,09:00-17:30 Closed13:00-14:00,09:00-17:30 Closed 13:00-14:00,09:00-17:30 Closed 13:00-14:00,09:00-17:30 Closed 13:00-14:00,09:00-17:30 Closed 13:00-14:00,09:00-13:00,Closed,139A Shirehampton Road,Sea Mills Park,"Bristol, Avon",,England,BS92EE,0117 968 1272,pharmacy,Bestway Panacea Holdings Ltd
3639156,The Co-operative Pharmacy -Belfast - Donegall Road,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,332 Donegall Road,Belfast,County Antrim,,Northern Ireland,BT126FX,02890 326 739,pharmacy,Bestway Panacea Holdings Ltd
3639157,The Co-operative Pharmacy -Belfast - Woodvale Road,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:00,Closed,58-60 Woodvale Road,Belfast,County Antrim,,Northern Ireland,BT133BT,02890 321 543,pharmacy,Bestway Panacea Holdings Ltd
3639158,The Co-operative Pharmacy -Belfast - Ballygomartin Road,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,Closed,Closed,70 Ballygomartin Road,Belfast,County Antrim,,Northern Ireland,BT133NE,02890 391 068,pharmacy,Bestway Panacea Holdings Ltd
3639159,The Co-operative Pharmacy -Belfast - Crumlin Road,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,Closed,Closed,155 Crumlin Road,Belfast,County Antrim,,Northern Ireland,BT147AA,02890 351 170,pharmacy,Bestway Panacea Holdings Ltd
3639160,The Co-operative Pharmacy -Ballynahinch - Main Street,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,Closed,39 Main Street,Ballynahinch,County Down,,Northern Ireland,BT248DN,02897 562 391,pharmacy,Bestway Panacea Holdings Ltd
3639161,The Co-operative Pharmacy -Rathcoole - The Diamond,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:00,Closed,26 The Diamond,Rathcoole,Newtownabbey,,Northern Ireland,BT379BJ,02890 851 207,pharmacy,Bestway Panacea Holdings Ltd
3639162,The Co-operative Pharmacy -Newtonabbey - Abbotts Cross,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:30-17:00,Closed,11-12 Abbotts Cross,Doagh Road,Newtonabbey,,Northern Ireland,BT379QU,02890 365 525,pharmacy,Bestway Panacea Holdings Ltd
3639163,The Co-operative Pharmacy -Belfast - Newtownards Road,09:00-17:45,09:00-17:45,09:00-17:45,09:00-17:45,09:00-17:45,Closed,Closed,125 Newtownards Road,Belfast,County Antrim,,Northern Ireland,BT41AB,02890 457 959,pharmacy,Bestway Panacea Holdings Ltd
3639164,The Co-operative Pharmacy -Castlereagh - Ballygowan Road,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,Closed,2 Ballygowan Road,Castlereagh,"Belfast, County Antrim",,Northern Ireland,BT57LL,02890 401 785,pharmacy,Bestway Panacea Holdings Ltd
3639165,The Co-operative Pharmacy -Penrith - Middlegate,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:30,Closed,8 Middlegate,Penrith,Cumbria,,England,CA117PG,01768 862 695,pharmacy,Bestway Panacea Holdings Ltd
3639166,The Co-operative Pharmacy -Carlisle - Fusehill Mc,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,Closed,Closed,Fusehill Medical Centre,Fusehill Street,"Carlisle, Cumbria",,England,CA12HE,01228 522 014,pharmacy,Bestway Panacea Holdings Ltd
3639167,The Co-operative Pharmacy -Carlisle - Blackwell Road,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-17:00,Closed,28 Blackwell Road,Carlisle,Cumbria,,England,CA24EQ,01228 522 015,pharmacy,Bestway Panacea Holdings Ltd
3639168,The Co-operative Pharmacy -Carlisle - Denton Street,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,Closed,139 Denton Street,Carlisle,Cumbria,,England,CA25HB,01228 521 308,pharmacy,Bestway Panacea Holdings Ltd
3639169,The Co-operative Pharmacy -Carlisle - Stonegarth,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-15:00,Closed,29 Stonegarth,Morton,"Carlisle, Cumbria",,England,CA26PD,01228 523 048,pharmacy,Bestway Panacea Holdings Ltd
3639170,The Co-operative Pharmacy -Carlisle - Port Road,08:45-18:00,08:45-18:00,08:45-18:00,08:45-18:00,08:45-18:00,09:00-12:30,Closed,The Surgery,Port Road,"Carlisle, Cumbria",,England,CA27AJ,01228 522 549,pharmacy,Bestway Panacea Holdings Ltd
3639171,The Co-operative Pharmacy -Carlisle - Wigton Road,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-12:30,Closed,55 Wigton Road,Carlisle,Cumbria,,England,CA27AY,01228 522 020,pharmacy,Bestway Panacea Holdings Ltd
3639172,The Co-operative Pharmacy -Carlisle - Orton Road,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-15:00,Closed,59 Orton Road,Carlisle,Cumbria,,England,CA27HA,01228 522 809,pharmacy,Bestway Panacea Holdings Ltd
3639173,The Co-operative Pharmacy -Carlisle - Scotland Road,09:00-17:45,09:00-17:45,09:00-17:45,09:00-17:45,09:00-17:45,09:00-17:00,Closed,North Carlisle Medical Centre,Eden Street,Carlisle,,England,CA3 9JZ,01228 521 618,pharmacy,Bestway Panacea Holdings Ltd
3639174,The Co-operative Pharmacy -Silloth - Station Road,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,Closed,1-3 Station Road,Silloth,Cumbria,,England,CA74AE,01697 331 394,pharmacy,Bestway Panacea Holdings Ltd
3639175,The Co-operative Pharmacy -Wigton - King Street,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:30,08:45-17:30,Closed,14 King Street,Wigton,Carlisle,,England,CA79DT,01697 342 445,pharmacy,Bestway Panacea Holdings Ltd
3639176,The Co-operative Pharmacy -Wigton - Wigton Mc,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,Closed,Closed,"Wigton Medical Centre, Old Council Office",Longmoor Road Southend,"Wigton, Cumbria",,England,CA79QD,01697 349 145,pharmacy,Bestway Panacea Holdings Ltd
3639177,The Co-operative Pharmacy -Saffron Walden - Hill Street,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,Closed,3 The Arches,Hill Street,"Saffron Walden, Essex",,England,CB101ED,01799 528 344,pharmacy,Bestway Panacea Holdings Ltd
3639178,The Co-operative Pharmacy -Cambridge - York Street Hc,08:30-18:00 Closed13:00-14:00,08:30-18:00 Closed 13:00-14:00,08:30-18:00 Closed 13:00-14:00,08:30-18:00 Closed 13:00-14:00,08:30-18:00 Closed 13:00-14:00,Closed,Closed,144 York Street,Cambridge,Cambridgeshire,,England,CB12PY,01223 460977,pharmacy,Bestway Panacea Holdings Ltd
3639179,The Co-operative Pharmacy -Cambridge - Mill Road,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:30,Closed,Unity House Pharmacy,183 Mill Road,Cambridge,,England,CB13AN,01223 210 662,pharmacy,Bestway Panacea Holdings Ltd
3639180,The Co-operative Pharmacy -Cottenham - High Street,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,Closed,222 High Street,Cottenham,Cambridge,,England,CB248RZ,01954 250 556,pharmacy,Bestway Panacea Holdings Ltd
3639181,The Co-operative Pharmacy -Histon - Station Road,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,Closed,1 Station Road,Histon,Cambridgeshire,,England,CB249LQ,01223 232 672,pharmacy,Bestway Panacea Holdings Ltd
3639182,The Co-operative Pharmacy -Impington - Station Road,09:00-18:15 Closed13:00-14:00,09:00-18:15 Closed 13:00-14:00,09:00-18:15 Closed 13:00-14:00,09:00-18:15 Closed 13:00-14:00,09:00-18:15 Closed 13:00-14:00,Closed,Closed,115 Station Road,Impington,Cambridge,,England,CB249NP,01223 234 754,pharmacy,Bestway Panacea Holdings Ltd
3639183,The Co-operative Pharmacy -Cambridge - Barnwell Road,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-13:00,Closed,17 Barnwell Road,Cambridge,Cambridgeshire,,England,CB58RG,01223 241176,pharmacy,Bestway Panacea Holdings Ltd
3639184,The Co-operative Pharmacy -Haverhill - Mill Road,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,09:00-17:00,Closed,2 Mill Road,Haverhill,Suffolk,,England,CB98BD,01440 702 079,pharmacy,Bestway Panacea Holdings Ltd
3639185,The Co-operative Pharmacy -Butetown - Loudon Square,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,09:00-13:00,Closed,"213 Bute Street,",Butwtown,"Butetown,",,Wales,CF10 5HR,02920 481696,pharmacy,Bestway Panacea Holdings Ltd
3639186,The Co-operative Pharmacy -Cardiff Bay - Bute Street,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,Closed,Closed,"Unit 2B, Bute Place",Quayside,Cardiff Bay,Cardiff,Wales,CF105AB,2920465085,pharmacy,Bestway Panacea Holdings Ltd
3639187,The Co-operative Pharmacy -Butetown - Loudon Square,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,09:00-13:00,Closed,"213 Bute Street,",Butetown,Cardiff,,Wales,CF105HR,02920 481696,pharmacy,Bestway Panacea Holdings Ltd
3639188,The Co-operative Pharmacy -Grangetown - Clare Road,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-17:00,Closed,178 Clare Road,Grangetown,Cardiff,,Wales,CF116YG,02920 220 174,pharmacy,Bestway Panacea Holdings Ltd
3639189,The Co-operative Pharmacy -Grangetown - Holmesdale Street,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-12:00,Closed,100 Holmesdale Street,Grangetown,Cardiff,,Wales,CF117BW,02920 232 044,pharmacy,Bestway Panacea Holdings Ltd
3639190,The Co-operative Pharmacy -Cardiff - Caerphilly Road,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,Closed,Closed,Caerphilly Road,Cardiff,Cardiff,,Wales,CF144QF,02920 612 138,pharmacy,Bestway Panacea Holdings Ltd
3639191,The Co-operative Pharmacy -Rhiwbina - Heol Llanishen Fach,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,09:00-13:00,Closed,119 Heol Llanishen,Rhiwbina,Cardiff,,Wales,CF146RE,02920 624 211,pharmacy,Bestway Panacea Holdings Ltd
3639192,The Co-operative Pharmacy -Radyr - Station Road,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,Closed,12 Station Road,Radyr,Cardiff,,Wales,CF158AA,02920 844 740,pharmacy,Bestway Panacea Holdings Ltd
3639193,The Co-operative Pharmacy -Pentwyn - St Davids Mc,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,Closed,Closed,St Davids Medical Centre,Pentwyn Drive,Cardiff,,Wales,CF237EY,02920 735994,pharmacy,Bestway Panacea Holdings Ltd
3639194,The Co-operative Pharmacy -Roath - Upper Clifton Street,09:00-18:00,09:00-18:00,09:00-17:30,09:00-18:00,09:00-18:00,09:00-13:00,Closed,1-3 Upper Clifton Street,Roath,Cardiff,,Wales,CF241PU,02920 494 373,pharmacy,Bestway Panacea Holdings Ltd
3639195,The Co-operative Pharmacy -Roath - 180 City Road,08:15-18:00 Closed12:45-13:30,08:15-18:00 Closed 12:45-13:30,08:15-18:00 Closed 12:45-13:30,08:15-18:00 Closed 12:45-13:30,08:15-18:00 Closed 12:45-13:30,Closed,Closed,180 City Road,Roath,Cardiff,,Wales,CF243JF,02920 460 623,pharmacy,Bestway Panacea Holdings Ltd
3639196,The Co-operative Pharmacy -Brackla - The Triangle,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,09:00-17:30,10:00-16:00,8 The Triangle,Brackla,"Bridgend, Mid Glamorgan",,Wales,CF312LL,01656 669 802,pharmacy,Bestway Panacea Holdings Ltd
3639197,The Co-operative Pharmacy -Trowbridge - Abergele Road,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,"Unit 3, Trowbridge Local Centre",Abergele Road,"Trowbridge, Rumney",,Wales,CF31RR,02920 778 522,pharmacy,Bestway Panacea Holdings Ltd
3639198,The Co-operative Pharmacy -Sarn - Bryncoch Road,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,09:00-13:00,Closed,Tynycoed Surgery,20 Merfield Close,Bryncethin,Bridgend,Wales,CF32 9SW,01656 720 467,pharmacy,Bestway Panacea Holdings Ltd
3639199,The Co-operative Pharmacy -Pontycymmer - Victoria Street,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-12:30,Closed,Victoria Street,Pontycymmer,Pontycymmer,,Wales,CF328NN,01656 870 317,pharmacy,Bestway Panacea Holdings Ltd
3639200,The Co-operative Pharmacy -Aberkenfig - Bridgend Road,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-12:00,Closed,89 Bridgend Road,Aberkenfig,Mid Glamorgan,,Wales,CF329BA,01656 720 363,pharmacy,Bestway Panacea Holdings Ltd
3639201,The Co-operative Pharmacy -Pyle - Pyle Industrial Estate,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,10:00-16:00,Co-op Pharmacy,Pyle Industrial Estate,Pyle,,Wales,CF336BL,1656740269,pharmacy,Bestway Panacea Holdings Ltd
3639202,The Co-operative Pharmacy -Rumney - Wentloog Road,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,09:00-13:00,Closed,106 Wentloog Road,Rumney,Cardiff,,Wales,CF33EA,02920 777 476,pharmacy,Bestway Panacea Holdings Ltd
3639203,The Co-operative Pharmacy -Nantyffyllon - High Street,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-12:00,Closed,77A High Street,Nantyffyllon,Maesteg,,Wales,CF340BT,01656 732277,pharmacy,Bestway Panacea Holdings Ltd
3639204,The Co-operative Pharmacy -Maesteg - Talbot Street,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,1 Talbot Street,Maesteg,Bridgend,,Wales,CF349BT,01656 734 669,pharmacy,Bestway Panacea Holdings Ltd
3639205,The Co-operative Pharmacy -Maesteg - Commercial Street,09:00-17:30 Closed13:00-14:00,09:00-17:30 Closed 13:00-14:00,09:00-17:30 Closed 13:00-14:00,09:00-17:30 Closed 13:00-14:00,09:00-17:30 Closed 13:00-14:00,09:00-13:00,Closed,43 Commercial Street,Maesteg,Bridgend,,Wales,CF349DH,01656 732 106,pharmacy,Bestway Panacea Holdings Ltd
3639206,The Co-operative Pharmacy -Maesteg - Llynfi Road,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,09:00-16:00,Closed,"Unit 4, Llynfi Retail Park",Llynfi Road,Maesteg,,Wales,CF349DS,01656 733 289,pharmacy,Bestway Panacea Holdings Ltd
3639207,The Co-operative Pharmacy -Llanrumney - Countisbury Avenue,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,Closed,60 Countisbury Avenue,Llanrumney,Cardiff,,Wales,CF35SP,02920 777 647,pharmacy,Bestway Panacea Holdings Ltd
3639208,The Co-operative Pharmacy -Porthcawl - Lias Road,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,09:00-14:00,Closed,11 Lias Road,Porthcawl,Mid Glamorgan,,Wales,CF363AH,01656 772 443,pharmacy,Bestway Panacea Holdings Ltd
3639209,The Co-operative Pharmacy -Tonteg - Church Road,08:45-18:00,08:45-17:30,08:45-18:00,08:45-17:30,08:45-18:00,09:00-12:30,Closed,Church Road,Tonteg,Pontypridd,,Wales,CF381EG,01443 203 479,pharmacy,Bestway Panacea Holdings Ltd
3639210,The Co-operative Pharmacy -Church Village - Main Road,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,09:00-13:00,Closed,1 Main Road,Church Village,Pontypridd,,Wales,CF381PY,01443 202053,pharmacy,Bestway Panacea Holdings Ltd
3639211,The Co-operative Pharmacy -Beddau - Common Approach,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-12:00,Closed,"Unit 2, Common Approach","Yorkdale, Beddau",Pontypridd,,Wales,CF382BL,01443 208 388,pharmacy,Bestway Panacea Holdings Ltd
3639212,The Co-operative Pharmacy -Tonyrefail - Mill Street,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:30,09:00-18:00,09:00-13:00,Closed,14 Mill Street,Tonyrefail,Mid Glamorgan,,Wales,CF398AA,01443 670 394,pharmacy,Bestway Panacea Holdings Ltd
3639213,The Co-operative Pharmacy -Tonyrefail - Tonyrefail Hc,08:30-18:00,08:30-18:00,08:30-18:00,08:30-17:00,08:30-18:00,Closed,Closed,"Park Lane, Mill Street",Tonyrefail Porth,Mid Glamorgan,,Wales,CF398AF,01443 670 402,pharmacy,Bestway Panacea Holdings Ltd
3639214,The Co-operative Pharmacy -Gilfach Goch - Gelliarael Road Hc,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-12:00,Closed,Cwm Gwyrdd Medical Centre,Swn Yr Afon High Street,Gilfach Goch,,Wales,CF398SX,01443 672 149,pharmacy,Bestway Panacea Holdings Ltd
3639215,The Co-operative Pharmacy -Penygraig - Tylacelyn Road,09:00-18:30,09:00-18:30,09:00-18:30,09:00-17:30,09:00-18:30,09:00-17:30,Closed,62 Tylacelyn Road,Penygraig,Tonypandy,,Wales,CF401JU,01443 432 125,pharmacy,Bestway Panacea Holdings Ltd
3639216,The Co-operative Pharmacy -Penygraig - Penygraig Hc,09:00-18:00 Closed13:00-14:00,09:00-18:00 Closed 13:00-14:00,09:00-18:00 Closed 13:00-14:00,09:00-18:00 Closed 13:00-14:00,09:00-18:00 Closed 13:00-14:00,Closed,Closed,Penygraig Surgery,George Street,Penygraig,,Wales,CF401QN,01443 441 466,pharmacy,Bestway Panacea Holdings Ltd
3639217,The Co-operative Pharmacy -Tonypandy - De Winton Street,08:30-18:00,08:30-18:00,08:30-18:00,08:30-17:00,08:30-18:00,09:00-12:30,Closed,31 De Winton Street,(The Square),Tonypandy,,Wales,CF402RA,01443 432 265,pharmacy,Bestway Panacea Holdings Ltd
3639218,The Co-operative Pharmacy -Tynewydd - William Street,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-12:00,Closed,William Street,Tynewydd,"Treherbert, Treorchy",,Wales,CF425JJ,01443 771 259,pharmacy,Bestway Panacea Holdings Ltd
3639219,The Co-operative Pharmacy -Treherbert - Bute Street,09:00-17:30 Closed13:00-14:15,09:00-17:30 Closed 13:00-14:15,09:00-17:30 Closed 13:00-14:15,09:00-12:30,09:00-17:30 Closed 13:00-14:15,09:00-12:00,Closed,167 Bute Street,Treherbert,Mid. Glamorgan,,Wales,CF425PE,01443 776 133,pharmacy,Bestway Panacea Holdings Ltd
3639220,The Co-operative Pharmacy -Hirwaun - The New Medical Centre,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,Closed,Closed,"The New Medical Centre,","High Street, Hirwaun","Hirwaun,",Aberdare,Wales,CF44 9SL,01685 814646,pharmacy,Bestway Panacea Holdings Ltd
3639221,The Co-operative Pharmacy -Hirwaun - The New Medical Centre,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,Closed,Closed,The New Medical Centre,"High Street, Hirwaun",Aberdare,,Wales,CF449SL,01685 814 646,pharmacy,Bestway Panacea Holdings Ltd
3639222,The Co-operative Pharmacy -Hirwaun - High Street,09:00-17:30 Closed13:00-14:15,09:00-17:30 Closed 13:00-14:15,09:00-17:30 Closed 13:00-14:15,09:00-13:00,09:00-17:30 Closed 13:00-14:15,09:00-13:00,Closed,37 High Street,Hirwaun,Mid Glamorgan,,Wales,CF449SW,01685 811412,pharmacy,Bestway Panacea Holdings Ltd
3639223,The Co-operative Pharmacy -Merthyr Tydfil - 18 Newmarket Walk,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,Closed,18 Newmarket Walk,Merthyr Tydfil,Mid Glamorgan,,Wales,CF478EL,01685 359 298,pharmacy,Bestway Panacea Holdings Ltd
3639224,The Co-operative Pharmacy -Troed-Y-Rhiw - Bridge Street,09:00-18:30 Closed13:00-14:00,09:00-18:30 Closed 13:00-14:00,09:00-18:30 Closed 13:00-14:00,09:00-18:30 Closed 13:00-14:00,09:00-18:30 Closed 13:00-14:00,09:00-12:30,Closed,8 Bridge Street,Troed-Y-Rhiw,Mid Glamorgan,,Wales,CF484JX,01443 690 315,pharmacy,Bestway Panacea Holdings Ltd
